content,score,sentimen
"laka karna driver lalai, tapi tidak dapat kompensasi apapun",1,negative
yang penting slalu berbuat kebaikan itu aja 🙏,1,negative
mantap,5,positive
istimewa,4,positive
alhamdulillah aman,5,positive
luar biasa,5,positive
senang,5,positive
Sat set,5,positive
pelayanan bagus,5,positive
"semoga kedepannya semua grap kendaraan bagus semua, agar perjalanan aman lancar gak ada kendala",5,positive
mahal di ongkir terlalu mahal dan harga tidak sesuai di tempatnya langsung,1,negative
pelayanan Joss,5,positive
bagus mantap,5,positive
mantap,5,positive
ok,5,positive
baik,5,positive
kasih bintang dulu aja deh soalnya blm tau download apk ini kalo bagus nanti saya kasih bintang lima,2,negative
good,5,positive
bagus,5,positive
top,5,positive
mksih,5,positive
selalu sulit dalam proses nya,1,negative
"Aplikasi kurangajar, seenak jidat perpanjang subscribtion pakai debit orang. Padahal awalnya subscribtion pakai ovo.",1,negative
baik,4,positive
good,5,positive
"Sangat tidak direkomendasikan bayar pakai kartu di Grab! Saya pesan GrabFood pakai Mastercard, ternyata merchant-nya tutup. Pesanan memang dibatalkan otomatis, TAPI DANA SAYA TIDAK LANGSUNG KEMBALI. Uang saya masih ""ditahan"" oleh Grab. Harusnya kalau merchant yang tutup, sistem bisa langsung membatalkan transaksi dan mengembalikan dana saat itu juga. Proses refund yang lambat ini sangat merugikan konsumen. Bikin kapok bayar non-tunai.",1,negative
sangat puas nyaman mempermudah,5,positive
mobilnya sdh byk yg ga terawat,3,neutral
driver ramah.,5,positive
sangat membantu,4,positive
easy to use,5,positive
"ada grab abal',gua trauma banget. uda disuruh gonceng trus gatau rumah gua dimana.",1,negative
"nyaman dan aman,serta ramah",5,positive
ramah,5,positive
map benerin lg lah lambat banget suka kagak jalan,3,neutral
kurang promosi ongkir hehehe,3,neutral
"pengemudi ramah, baik, tahu jalan, sangat membantu",5,positive
bagus pengantaran nya,5,positive
sangat baik,5,positive
ok,5,positive
sangat 👌,5,positive
perjalanan nyaman dan lancar,5,positive
membantu banget lah intinya,5,positive
"saya sebagai customore merasa di rugikan saya bayar mahal dan kata driver nya masuk nya tidak sampai setengah yang di bayar penumpang dan kata driver nya juga ada yang seperempat yang masuk ke driver dan sisah nya masuk ke aplikasi,,, sedangkan driver nya arogan""",1,negative
memudahkn sekali,5,positive
sangat baik,5,positive
nyaman dan aman,5,positive
"mangkalnya pada jauh""",1,negative
good,5,positive
"sy pengguna Grab sejak 2019, tp 1 tahun ini kecewa dengan aplikasi Grab! pengemudi banyak yang belagu, di beberapa titik pengemudi gak mau menjemput! Lalu kalau gak mau ya minimal ngabari! ini pelanggan di biarkan menunggu tanpa ada kabar, di telepon di chat no respon!! hal lainnya adalah ketika pembayaran dengan ovo banyak pengemudi yg menolak!!",1,negative
sangat membatu sekali,5,positive
Harus Di pertahankan kenyamanan,5,positive
bagus,5,positive
"sebenarnya untuk harga murah lah ya, cuman kalo kita pesan itu nunggu dapat kendaraan itu lama banget jadi kalo lagi urgent banget grab ini ga membantu, seharusnya kalo emang ga ada kendaraan langsung aja gausa pake nunggu nyari kendaraan sampe lama banget",3,neutral
Bagus dan sangat membantu layanan masyarakat,5,positive
jos,5,positive
bagus sopan santun👍,5,positive
ok,4,positive
"Saat saya memesan grabcar hemat tidak ada yang menerima nya, tolong jelaskan bagaimana ini?",5,positive
"rata2 pengemudi nya GK SASET selama ini saya pake aplikasi harus nunggu lama Mulu gak kaya gojek saya pesen selalu satset drivernya GK nunggu lama langsung bergerak di maps nya,,,kalo di sini mah ngomong otw nunggu lama pdhal lagi ngejar waktu hadeh",2,negative
mempermudah kita kemana aja,5,positive
bagus,5,positive
"👍🏻☺️👍🏻 gercep,sat set..",5,positive
terbaik,5,positive
Saya mengisi e-money untuk Krl ditransaksi & pembayaran sdh SUKSES dikrnkan hp Saya tdk ada fitur NFC saya berniat mengecek pd hari yg sama & hanya berbeda bbrp menit sblm saya naik KRL tapi pas sangat disayangkan pas saya datang untuk ngecek ternyata belum terisi & saya bertanya kpd pihak KRL harus menunggu 15 menit saya bilang sudah lebih dari 15 menit dari pihak KRL tdk bisa menanggapi krn saya beli di aplikasi Grab...saya juga meminta pusat bantuan Grab tapi tdk terselesaikan & saldo hangus,3,neutral
sopan,5,positive
tolong verifikasi wajahnya di hilangkan ini sangat mengganggu Customer,2,negative
pelayanan bruk,1,negative
bagus nyaman,5,positive
"Driver nya ramah, perjalanan nyaman dan cepat",5,positive
driver nya ramah,5,positive
sangat membantu,5,positive
ok makasih,5,positive
keren,5,positive
bagus,5,positive
mantap,3,neutral
"ko bayar nya jadi double ya? bukanya kalo pake Qris pas udah bayar harga yang tertera di apknya udah selesai, ini ko ada tagihan lagi dari pengantar nya. bukanya semua totalnya udah sama ongkir",1,negative
bagus sekali BPK nyaaa trimakasih yaa pak semoga sehat selalu,5,positive
mantap,5,positive
mantab,5,positive
ok,5,positive
"bug promo ovo saya hilang,dan terjadi lagi voucher buat token listrik sebelum isi saldo ovo masih ada, sesuatu di isi saldo buat isi token listrik malah hilang,saya sudah capek memaklumi jadi saya bintang satu, terlalu banyak bug versi sekarang",1,negative
pengemudinya ramah dan mobilnya nyaman,5,positive
ok mantap terima kasih grab mobil kemana mana aman nyaman dan mudah,5,positive
perfect apk,5,positive
sangat baik,5,positive
sangat baik,5,positive
"aku gak tau fitur grab itu gimana sistem nya..aku pesen makanan...dan sumpah nunggu nya lama banget sampe 3 jam si driver gak sampe ke resto..maksud aku kalau si driver nya gak mau ambil orderan ngapain di pencet,aku udah kelaparan harus dibatalin dan pesen ulang lagi.. yang tadi nya gak mau marah2 jadi marah2 kan.",4,positive
Ngebantu bgt aplikasinya makasih grabb,5,positive
"Saran dan masukan buat grab, agar di perhatikan juga seperti kurir driver grab yang pickup orderan ke tempat yang memberlakukan tarif parkiran, apakah di bebankan ke customer/driver/merchand. apakah di tanggung juga oleh grab sebagai penyelenggara",5,positive
pelayanan nya baik dan mas nya ramah,5,positive
Terima kasih sudah mengantar kami dengan perjalanan yg sangat baik,3,neutral
Grab sangat membantu sekali dalam perjalanan darurat..terimakasih.,5,positive
jelekkk🗿masa gaada fitur ketik lokasi tujuan🗿🗿2x install pulakkkk eek,1,negative
"payah ini ada voucher promo diskon malah gabisa di gunain.padahal metode pembayaran udah bener.hadehhh,percuma bikin voucher",1,negative
ok sangat membantu,5,positive
"pengemudinya ramah sama anterannya tepat wkt,,,, makasih",5,positive
sangat berguna,5,positive
puas,5,positive
baik puas,5,positive
keren,5,positive
"qris qris hpus aja bkn aplkasi kya gojek nyambung gopay ama driver,rme kagak qris rugiin,org bkn soal qris promo besar",1,negative
sangat bermanfaat,5,positive
ok,5,positive
pelayanan ramah dan tepat waktu,5,positive
good,5,positive
bagus banget,5,positive
gacor nih apk,5,positive
"sekarang jadi jarang promo ,.sama lama banget kalau mau pesen makan, ga bisa di batalin juga sebel",3,neutral
bagus sekali,5,positive
payah,1,negative
1 jam cari Drive nggak dapat dapat,1,negative
Diskon 70% nya sudah menghilang 🥺,1,negative
mantap,5,positive
good service,5,positive
terima kasih grab perjalanan saya jadi lebih senang,5,positive
top one,5,positive
perjalan aman dan nyaman pengemudi supel,5,positive
maps nya ga jelas sekarang bego,1,negative
ok,5,positive
"kurang dikarenakan saat setelah hujan selalu lama buat pesan grabnya, susah buat pergian setelah hujan tolong ditingkatkan terutama pesan setelah hujan dipercepat",4,positive
sangat membantu skali,5,positive
sangat puas,5,positive
baik,5,positive
bagus,5,positive
oke sip,5,positive
ok,5,positive
driver respon cepat bawa kendaraan nyaman dan aman,5,positive
ok,5,positive
bagus,5,positive
membantu,5,positive
login aja lama banget,1,negative
Tolong kualitas Grab Car diperbaiki. Beberapa waktu ini hampir 90% mobil rata-rata panas dan kurang bersih.,3,neutral
recommended pokoknya driver dan penjual nya,5,positive
"terimakasih pak, pelayanan yg naik",5,positive
sangat baik,5,positive
driver nya banyak yg lawan arah kecewa gw terus bawa masa lagi tolong lakukan tindakan,2,negative
baik,5,positive
mantep,5,positive
Alhamdulillah sampai dgn selamat,5,positive
Ok,5,positive
Baik bapk nya amanah banget,5,positive
semoga maju terus grab Indonesia,5,positive
lambat,1,negative
OK,5,positive
mantap,5,positive
alhmdllh perjalan lancar,5,positive
i like grab,5,positive
sangat membantu memudahkan akses,5,positive
"cukup membantu, .",5,positive
ada diskon di aplikasi pas dipake malah ga berkurang sesuai diskon. kocak lu,1,negative
ok,5,positive
baguss,5,positive
nyaman & on time,5,positive
mudah,5,positive
bagus.,5,positive
terimakasih cepat dan tepat,5,positive
"aku isi ovo 100 ribu kaga keisi isi, anjeng, aplikasi sampaj",1,negative
Sangat membantu,5,positive
mantap,5,positive
akun ku ga bs di buka karna email sudah tidak berkaitan di hpku. (saya guna hp baru)login acount baru pun tak bisa sungguh mengecewakan.,1,negative
mantap yg terbaik tetap bersama grab,5,positive
terbantu dan trimakasih,5,positive
nyaman dan aman,5,positive
cpt bngt ga hrs nggu,5,positive
nice,5,positive
mantap,5,positive
kondusiff,5,positive
Drivernya ramah,5,positive
"lamaaa cari driver , manaaa buru2 lagi , padahal ada orang yang beberapa kali terdekat tapi. ga ada yg ACC,",1,negative
"Driver grabcarnya judes2 mau kasih bintang 1 tp kasian, kl ngasih tips senyum aja ga apalagi bilang Terima kasih",3,neutral
puas,5,positive
ok,5,positive
"harus nya grab tuh menjangkau semua wilayah mau pun itu pelosok , jadi kasian yang ga dapet jalur angkot tapi grab nya tidak mau kesana",1,negative
mantab,5,positive
oke,5,positive
"tepat waktu & tamah, hti' selalu dk perjalan,mksh y mas 🙏",5,positive
tak kan ke lain pilihan,5,positive
mantap,5,positive
sangat bermanfaat,5,positive
"saya pengguna grab dari awal grab release yaa , semakin di-update kenapa semakin membingungkan. Mana gada promo lagi, harus bgt join grab unlimited dulu baru dpt promo .",1,negative
apa bila ada panggilan atau dari driver aplikasinya gak bisa menerima panggilan,4,positive
ok,4,positive
supir nya ramah baik. ringan tangan.,5,positive
marchant nya semakin gak jelas. yang di pesan apa yang datang apa,1,negative
mantab,5,positive
sangat mantap,5,positive
Baik,5,positive
tepat waktu.. mobilnya bersih.. orangnya ramah,5,positive
memuaskan,5,positive
sangat membantu dan memudahkan perjalanan,5,positive
jos gandos,5,positive
baru pertama,5,positive
layanan nya sangat memuaskan,5,positive
"suka,ngerasa kebantu banget dgn aplikasi ini",5,positive
cepat tepat terpercaya,5,positive
cepet ramah,5,positive
maps ga sesuai ngebingungin driver juga costumer udh gtu drivernya kaya ga di seleksi udh lelet ga tau jalan ga tau nama tempat main jalan aja ancur banget sumpah bikin emosi 😡😡😡,1,negative
👍👍👍👍👍👍,5,positive
nice,5,positive
tolong dong bantu gimana solusi tidak bisa login karna nomor sudah tidak aktif,3,neutral
baik,5,positive
susah instal,5,positive
"bersih,pengemudinya baik dn mmbantu,musik enak",5,positive
"top banget, banyak diskon dan gratis ongkir",4,positive
lokasi yang di sediakan grab tidak presisi,1,negative
Alhamdulillah terima kasih banyak ya...,5,positive
mantab,5,positive
op,5,positive
"Jujur agak kesel aja klo lagi urgent dapetnya yang banyak alesan nyeleneh, padahal butuh banget lagi urgent..",2,negative
"menurut aku grab ini bagus dan keren, karena apa yang di iklan beneran di adaain. cuma aku kadang suka agak gak suka dengan driver yang cancel Kalo kita pakai voucher atau diskon. karena ini pengalaman aku bukan sekali dua kali di tolak karena pakai diskon tolong kedepannya untuk driver lebih di tingkatkan lagi",4,positive
baik,5,positive
ok,5,positive
mantaplah,5,positive
cepet,5,positive
semoga setiap pengemudi ramah dan sopan,5,positive
bagus,5,positive
"Ga cocok kelen dikatakan aplikasi, udah menyusahkan driver juga menyusahkan pelanggan. Berapa duit kelen palak dari driver yang harus ada saldonya baru dapat orderan? apa ga pemalakan itu? dikasih tau driver-nya sakit malah dipaksa harus isi saldo, kek mana dia kerja kocak kalau sakit dan kek mana dapat duitnya? bodoh kali ga dipakek otaknya. Diminta solusi malah jawabannya gatau itu urusan bapak, kek gitu jawaban kelen sebagai menghormati driver tua yang udah kerja sama kelen? sampah kelen",1,negative
"grab,emang keren.",5,positive
"driber nya sekarang sombong, dan tidak ada aturan dalam berkendara. tolong di edukasi driver nya agar lebih profesional lagi.",1,negative
good,5,positive
kebanyakan iklan dalam app. disaranin ini lah itu lah. udah punya tujuan mau ngapain jadi lama dan susah ngntd,1,negative
layanan bagus,5,positive
baik,5,positive
Terima kasih,5,positive
memuaskan,5,positive
ok banget,5,positive
"Komunikasi lancar, pengemudi ramah dan sopan, tiba ditempat penjemputan dan tujuan tepat waktu👍👍👍👍👍",5,positive
"min butuh bukti bayar/perjalanan tgl 12 Sept 2025 Tapi di Riwayat apps nya mosok Gada pdhl belum jg ada Sebulan, sementara emailnya penuhh udh dari bulan kapan tauk, Gimana Solusinya miin.. Riwayat mosok gadaa, malesin!",1,negative
"Ga ada menu buat make sure pesanan saat pesan makanan hasilnya kalo kepencet pesan, makanan langsung masuk dapur dan gabisa di cancel padahal barangkali ada metode pembayaran yg belum di ubah atau menu yang salah👎",1,negative
"e. ov 😆. h u. 2g 2a. g. A ,, a 2 , *, BP. 2.",1,negative
knapa sekarang nga bisa Tunai,2,negative
mantap,5,positive
kenapa grab taxi & food saya tidak bisa digunakan...ada tanda peringatan.. padahal sebelumnya lancar dan sangat membantu,5,positive
"sikapnya ramah.tepat waktu ,cari rutenya bagus",5,positive
pelayanan terbaik,5,positive
Mntap,5,positive
"Saya install lagi aplikasi ini, karena kabarnya ada perbaikan etika dan adab bagi para driver nya...perlu admin ketahui...grab sdh terkenal dgn driver nya yg nakal dan kurang etika...saya bahkan mengalami berulang kali...bila dibuat kecewa lagi...skip aplikasi ini...",5,positive
teruntuk pengguna jasa grab bike kaya saya klo mau buru² jangan pake layanan grab bike hemat yg ada dapat driver nya jauh dari lokasi situ and kalo udah gitu jangan di cancel sabar aja nunggu kasian driver grab nya udah mau jemput walaupun jauh jemputnya and ongkos nya kecil,2,negative
saya sangat puas,5,positive
"parah nih banyak oknum driver minta tambah ongkos tanpa konfirmasi ke penumpang,awal harga berapa eh malah ditambah biaya lainnya 5000 RB kaget dong ibu saya walau kecil juga ga ridho ya.mana selalu banyak driver hemat yg protes,gausah jd driver hemat klo gamau ongkos murah cancel aja jangan di ACC kalo ada orderan jd rugi saya.",3,neutral
"nyamqn mobil nya,driver nybaik",5,positive
good job . good apk,4,positive
baik pengemudi nya saya suka,5,positive
perjalanannya aman,5,positive
bisa pembayaran 2 dong misal ovo + tunai kayak sebelah gojek gfood bisa bayar gopay + tunai lebih ditingkatkan yaa biar gg kalah juga biar makin nyaman juga konsumen nya,5,positive
mantul,5,positive
"Saya pernah dapat supir namanya Pak Edi dari Pakuwon ke Terminal. komunikasi nya sangat bagus sekali. Mantap. setirnya nyaman dan santai, cepat dan tepat selamat",5,positive
membantu sekali,4,positive
aplikasi ini sangat membantu dan efektif buat berpergian,5,positive
mantap,5,positive
tolong di ubah kebijakan driver bisa narik saldo kita . berkedok tips padahal kita gk ngasih.. kebijakan tertolol yang perna ada kmaren ponakan kena 15rb padahal ongkos nya 7rb..jd total kepotong 22rb..tmemang tolol yg bikin kebijakan seperti ini,1,negative
"mapsnya error terus muter"" jauh pdhal sudah laporan ke cs grabnya tp masih aja akhirnya drivernya bnyk yg ngomel"" dan sering cancel tp pke aplikasi lain tepat aja gk muter"" jauh",3,neutral
bagus aman,5,positive
"Alhamdulillah tepat waktu bpknya,sehat selalu bpk ojol semuanya 🤲🙏",5,positive
Baik,5,positive
praktik dengan adanya Grab,5,positive
sagat bagus,5,positive
siap,5,positive
saya mau merubah alamat tetapi tidak bisa,1,negative
"kenapa sekarang kalau pesan kadang2 di bagi 2 pesanannya, agak repot meski gratis tnpa biaya tambahan. 2 pengemudi datang kadang beda waktu hmm",3,neutral
ramah,5,positive
oke,5,positive
grab harus buat team survey... kebijakan membantu driver yg kendaraan nya kurang fasilitas... kasihan kalo driver sudah tua... motor kurang sehat tapi mereka tetap wajib cari nafkah... bikin fasilitas service on the road untuk driver nya..... posko ceking kendaraan atau point bastcamp...,4,positive
mantap,5,positive
pengemudi nyA baik,5,positive
puas banget makasih,5,positive
pengantaran cepat.profesional,5,positive
"untuk layanan yg lain sudah aman. tapi yahh tolonglahhh untuk kita para costumer kalau misal pesanannya terlambat berikan juga lah kompensasi. jangan hanya pada saat kita costumer yg membuat grabnya nunggu bisa kena biaya tambahan.. bayangin aja kalau kita sudah lapar, kita pesan makanan sudah perkirakan waktunya.. malahan waktunya molor sampai 30 menit hingga sejaman.. apa gak mati kelaparan lahhh kita kalau kek gini.. mau dibatalkan juga sudah gak bisa lagi di batalkan",2,negative
